OTU ID	ExtractionNC	GmGm1	GmGm10	GmGm2	GmGm3	GmGm4	GmGm5	GmGm6	GmGm7	GmGm8	GmGm9	GmZm1	GmZm10	GmZm2	GmZm3	GmZm4	GmZm5	GmZm6	GmZm7	GmZm8	GmZm9	HaZm1	HaZm10	HaZm2	HaZm3	HaZm4	HaZm5	HaZm6	HaZm7	HaZm8	HaZm9	PsZm1	PsZm10	PsZm2	PsZm3	PsZm4	PsZm5	PsZm6	PsZm7	PsZm8	PsZm9	TaGm1	TaGm10	TaGm2	TaGm3	TaGm4	TaGm5	TaGm6	TaGm7	TaGm8	TaGm9	ZmGm1	ZmGm10	ZmGm2	ZmGm3	ZmGm4	ZmGm5	ZmGm6	ZmGm7	ZmGm8	ZmGm9	ZmZm1	ZmZm10	ZmZm2	ZmZm3	ZmZm4	ZmZm5	ZmZm6	ZmZm7	ZmZm8	ZmZm9
OTU_1	0	40	7416	9	8955	20605	52	63	19738	9802	156	30344	2443	57	8665	24821	30318	56	6750	21709	3996	3627	19142	1587	147	6849	16129	50	2041	21705	13336	32	15824	6860	8934	49	30	24	190	40	6763	48	7911	8	17693	56	15956	15	5236	4243	41	17480	22899	36	18485	77	19744	52	54	63	81	38	7450	557	20510	107	142	15643	32	63	54
OTU_10	0	8	4	4	3	8	8	6	5	47	13290	9562	18	16	3	25	12	8727	51	19077	21	3	0	0	8	2	0	0	2	0	1	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	2322	0	0	6	1	0	0	0	0	0	1	2	0	0	0	7	452	6	5	6157	9	5	8	12	11406
OTU_100	0	15	32	11	6	2	5	29	11	4	4	18	3	4	68	111	0	13	72	48	468	29	0	205	5	12	24	18	10	12	13	45	6	0	21	12	40	0	25	13	4	20	85	3	27	12	17	2	39	181	0	666	72	6	6	5	18	432	24	20	8	286	15	542	17	130	5	46	39	40	5
OTU_1000	0	0	2	0	0	0	1	1	1	0	0	4	0	1	0	0	0	1	0	0	11	0	0	0	7	0	0	0	2	0	0	4	0	2	0	0	0	0	0	0	9	2	8	0	6	0	4	0	0	8	0	0	0	0	0	9	0	0	0	4	0	4	0	0	3	4	4	0	0	0	7
OTU_1001	0	1	1	0	0	0	0	4	0	0	0	0	0	0	0	0	2	14	1	0	0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	8	38	0	0	7	0	0	1	1	0	0	1	0	0	1	0	0	5	1	5	0	0	0	0	2	0	0	0	1	0	0	0	0	0	6	0
OTU_1002	0	0	2	0	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	5	0	0	4	0	0	0	0	0	0	3	0	1	0	0	3	0	0	0	0	0	0	8	1	0	0	0	0	0	3	3	0	4	0	2	0	0	0	3	0	0	0
OTU_1003	0	0	5	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	22	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
OTU_1004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
OTU_1005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	2	0	0	7	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	14	2	0
OTU_1006	0	0	16	0	0	1	0	0	0	3	3	1	6	0	0	0	0	0	0	4	0	0	0	0	0	11	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	4	4	0	0	0
OTU_1007	0	0	1	0	0	1	0	3	0	0	0	0	2	0	3	0	1	0	0	2	3	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	1	3	0	0	0	1	0	0	0	1	0	0	0	0	5	0	4	2	0	2	0	3	5	0	0	0	1
OTU_1008	0	1	1	2	0	0	0	0	1	0	0	0	0	0	2	0	1	0	1	0	0	2	0	0	0	2	0	4	1	0	0	2	1	0	0	5	0	0	1	2	1	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	9	0	0	1	1	2	0	4	0	0	0	0	0	0	0
OTU_1009	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	15	0	0	4	0	2	0	0	0	0	1	0	0	2	0	6	0	0	3	2	0	0	0	0	0
OTU_101	0	0	0	0	0	1	0	133	5	0	0	0	0	0	0	7	145	0	0	0	0	9	0	0	2	4	944	0	0	0	7	0	0	2	1	20	1087	182	1	0	0	1362	5	0	1	5	0	0	21	64	1	0	0	0	1	0	0	0	0	0	108	0	0	1	1	0	0	551	0	0	0
OTU_1010	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	7	0	0	0	0	0	0	0	0	6	0	0	0	0
OTU_1011	0	4	0	7	3	2	0	0	0	2	0	1	3	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	3	3	11	0	3	4	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1012	0	0	1	1	0	0	1	0	0	0	0	1	6	0	0	0	0	2	0	0	4	0	0	1	0	0	0	14	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	4	0	0	0	0	0	0	0	0	3	0	0	0
OTU_1013	0	0	0	0	0	3	0	0	0	0	0	3	0	0	5	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1014	0	0	0	0	1	0	0	4	1	1	0	3	7	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	5	0	0	0	0	0	0	0	1	4	0	0	0	1	0	0	3	0	0	0	2	0	1	1	0	3	8	0	2	0	4	0	2	0	0	0	0	0	0	0
OTU_1015	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	5	0	0	1	6	0	0	9	21	0	1	0	0	1	0	1	4	1	14	1	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0
OTU_1016	0	0	4	1	0	0	3	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	0	0	2	0	0	0	2	1	5	1	0	0	0	0	0	1	3	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	3	1	0
OTU_1017	0	0	8	2	0	0	2	0	0	0	13	0	3	0	0	0	0	3	0	1	0	0	0	0	0	0	0	3	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	2	2	4	0	4	0	0	2	0	0	0	0	7	4	0	0	0	0	8	0	4	0	0
OTU_1018	0	0	1	3	0	0	1	1	0	3	0	0	0	0	0	1	0	3	1	2	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	1	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	3	0	0	0	0	0	1	1
OTU_1019	0	2	0	4	0	0	0	0	0	2	0	0	0	0	0	0	1	3	0	0	1	0	0	0	0	0	0	0	2	8	0	3	0	0	0	5	0	0	0	0	6	0	0	0	0	3	0	0	1	0	0	0	4	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	5	0	1
OTU_102	0	12	2	6	0	2	6	21	1	2	1	5	16	6	4	23	8	14	30	17	9	52	1	5	19	7	1	34	12	5	10	38	17	5	22	123	33	7	34	45	69	50	18	14	39	33	14	77	18	51	204	19	26	4	11	289	26	41	48	1845	8	16	76	99	15	46	19	33	90	66	105
OTU_1020	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	7	0	5	0	0	0	4	1	0	0	0	0	0	0	0	0	2	2	0	0	0
OTU_1021	0	4	0	0	0	0	0	0	0	0	0	3	0	0	4	0	7	0	0	0	0	8	0	1	6	1	0	0	1	0	0	0	0	0	5	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	3	0	0	0	0	0	2	0	0	1	0	1	3	0	0	0	0	0	0	0	0
OTU_1024	0	0	0	0	0	2	0	0	0	0	1	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	13	0	1	0	0	0	0	3	2	2	5	0	0	0
OTU_1025	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9	3	2	0	0	0	0	0	0	0	0	0	0
OTU_1026	0	0	2	0	0	0	4	0	0	0	0	0	6	0	0	0	4	4	0	0	6	0	0	0	0	0	0	1	0	0	6	0	4	0	0	14	2	0	0	0	0	0	2	0	0	0	0	0	5	3	0	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0
OTU_1027	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	12	0	0	5	0	0	3	0	0	0	0	0	0	0	0	1	0	0	7	0	2	0	0	4	0	0	4	0	0	0	0	0
OTU_1028	0	0	0	0	0	0	0	0	3	0	6	0	1	1	8	1	0	0	0	11	0	4	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1029	0	0	2	1	0	1	0	0	1	0	0	1	1	0	0	0	2	3	2	0	0	1	0	0	0	0	0	0	7	5	1	6	7	1	5	1	1	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	1	0	2	0	3	1	4	1	0	0	7	3	1	2	0	1
OTU_103	0	24	23	13	1345	201	16	45	53	9	31	48	10	20	0	378	29	10	16	427	17	11	42	4	34	16	34	5	24	6	25	33	50	2	36	0	71	42	15	11	39	53	16	3	33	18	4	30	27	19	11	21	22	0	18	70	1	0	0	11	35	1	2	6	17	113	12	50	14	17	23
OTU_1030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	1	0	0	0	0	0
OTU_1031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0
OTU_1033	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	2	0	0	0	0	3	0	0	4	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	2	4	0	5	0	0	0	6	0	1	0	0	0
OTU_1034	0	3	11	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	2	1	0	0	0	0	4	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_1035	0	0	4	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	5	0	0	2	1	0	0	2	0	0	0	4
OTU_1036	0	1	5	0	0	0	1	0	0	0	0	0	3	0	0	0	0	10	0	0	1	5	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	0	6	0	0	0	0	0	0	0	0	4	0	0	0	5	4	2	0	0
OTU_1037	0	0	0	5	0	0	0	0	0	0	0	0	4	0	0	0	6	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_1038	0	0	0	0	0	1	0	7	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	7	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	5	0	0
OTU_1039	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	1	0	0	7	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0
OTU_104	0	32	4	15	390	11	128	34	1109	20	3	3	0	19	212	96	163	8	0	28	5	15	3	0	297	8	5	0	4	1	1	9	62	6	5	6	20	560	13	156	2	0	0	0	1	0	0	0	4	0	0	2	10	0	13	12	62	472	0	1	7	26	2	2	111	12	7	11	11	0	43
OTU_1040	0	0	0	0	0	0	3	1	2	0	0	0	0	0	0	14	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	5	0	0	0	4	12	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1041	0	0	4	0	0	0	0	0	0	0	5	0	0	0	0	2	0	6	0	2	0	0	7	0	0	0	0	4	0	0	2	1	9	0	0	0	0	0	3	1	3	0	0	0	2	0	0	0	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	2	0	0	2	0	0	0	0
OTU_1042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0	3
OTU_1043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	7	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
OTU_1044	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	1	3	0	0	0	0	0	0	4	1	8	0	1	0	0	2	2	0	0	0	1	3	0	0	0	0	1	0	0	0	5	0	0	1	3	0	2	0	1	0
OTU_1045	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	1	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	4	2	0	0	0	0	0
OTU_1046	0	0	1	0	3	1	1	0	0	0	0	0	0	0	0	0	0	1	0	3	0	1	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	1	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	4	1	0
OTU_1047	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	0	0	0	0	0	1	0	1	0	0	10	0	0	0	4	0	0	0	0	0	0	0	0	0
OTU_1048	0	0	0	6	1	0	0	0	0	2	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	1	0	0	2	0	1	0	0	2	0	0	5	0	2	0	1	3	3	0	5	0	4	0	0	6	0	0	0	4	0	5	0	0	13	0	0	0	0	0	0	0	3	2	0	0	0
OTU_1049	0	2	0	0	2	0	0	6	0	4	0	7	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	2	13	4	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_105	0	0	0	0	1	0	51	0	273	0	0	1	0	0	0	0	0	0	189	0	0	6	0	0	165	0	0	6	1	1	13	0	0	0	10	0	3	1	0	0	0	8	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	5	0	4	3	1	1	2	3	1	21	5	3274
OTU_1050	0	3	0	0	0	3	0	0	0	0	0	6	0	0	0	0	0	10	0	0	5	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	2	2	0	0	0	0	9	11	0	2	0	0	0	4	0	0	0	0	2	0	1	0	0	0	0	0	3	0
OTU_1051	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	2	0	0	4	0	0	0	0	0	0	2	0	2	2	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	3	1	0	4	1	0	0	0	2	0	0	0	0	1	0	0	2
OTU_1052	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	2	0	4	2	1	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	2	1	1	1	0	0
OTU_1053	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0	6	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0
OTU_1056	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	2	0	7	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	4	0	5	0	0	9
OTU_1057	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	2
OTU_1058	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	14	0	1	1	0	0	0	0	0	0	3	0	0	5	0	0	0	0	5	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0
OTU_1059	0	1	2	2	0	0	2	3	0	0	2	1	0	0	3	2	7	6	4	1	6	0	0	6	0	0	0	0	10	0	0	1	0	3	0	0	0	0	3	3	0	1	3	0	0	0	0	0	1	0	35	3	5	0	3	2	9	0	0	4	3	0	0	1	2	0	0	4	5	0	0
OTU_106	0	0	0	2	1	1193	0	0	1	1	0	10	0	0	0	3	0	5	0	0	0	0	0	0	43	0	10	0	0	3	0	16	18	0	29	0	0	7	123	7	64	0	2	429	0	24	3	14	0	71	2	0	6	0	1	0	6	2	0	0	0	10	0	3	211	37	0	0	1335	6	8
OTU_1060	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	8	0	5	0	1	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	2	3	0	0	7	0	0	0	0	0	1	0	6	6	0	0	0
OTU_1061	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	3	0	3	0	3	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1062	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	3	1	0	0	1	3	0	4	0	0	1	0	0	0	0	0	2	0	0	1	0	7	1	2	0	2	0	0	0	4	0	0	0	0	0	5	1	0	3	0
OTU_1063	0	1	0	2	0	3	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	1	0	1	0	0	0	2	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	15	0	0	1	0	5	1	0	0	0	0
OTU_1064	0	0	0	2	1	0	2	0	0	0	0	0	0	0	2	0	2	1	0	1	3	2	1	0	2	0	0	3	2	0	1	4	3	0	3	0	1	0	0	0	0	1	1	1	0	1	0	1	0	0	9	2	2	0	1	1	1	0	0	1	2	0	2	1	0	1	2	2	1	3	0
OTU_1065	0	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	2	5	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	2	0	0	0	2	2	0	0	0	0	6	0	0	0	0
OTU_1066	0	0	0	0	0	4	0	2	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	1	3	0	3	1	0	2	0	1	2	0	7	0	6	0	0	0	0	0	2	0	0	0	0	0	1	0	0
OTU_1067	0	1	0	0	0	4	0	0	0	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	4	0	1	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	3	0	1	0	0	0	0	3	0	0	0	0	0	0	1	2	2	2
OTU_1068	0	0	3	0	0	0	3	0	0	5	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	4	0	0	0	0	3	4	2	0	0	0	0	2	0	0	0	0	1	7	0	0	0	0	2	0	0	0	4	0
OTU_1069	0	0	0	0	0	0	1	0	1	1	1	8	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	1	0	0	2	4	0	4	2	2	0	0	0	0	0	0	0	0	4	0	0	1	1	0	0	0	2	0	0	1	1	0	0	7	1	0	1	0	0	0	0	0	4	0
OTU_107	0	0	88	6	2	89	5	17	3	16	0	699	33	6	74	45	156	6	8	90	11	148	7	56	137	40	40	26	0	4	2	0	7	2	0	0	1	0	0	0	0	1	0	5	30	7	0	60	0	3	17	26	3	21	15	1	13	944	2	1	9	40	43	0	119	23	127	38	27	18	0
OTU_1071	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	6	0	0	0	0	0	0	0	0	0	0
OTU_1072	0	0	0	0	0	0	0	0	0	0	9	0	2	0	6	0	0	0	0	0	5	0	0	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	4	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0
OTU_1073	0	0	0	0	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1074	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	1	0	2	0	0	0	0	0	0	1	0	1	0	0	1	0	0	4	0	4	0	1	0	8	2	0	0	0	1	0	3	2	0	3	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	3	0
OTU_1075	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	15	6	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	19	0	0	0	0	3	0	0	0	1	0	4	0	0	2	0	0	0	4	0
OTU_1077	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	3	5	0	0	3	0	4	20	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	1	0	0	0	4	0	0	0	0	0
OTU_1078	0	0	1	0	2	0	1	0	1	0	0	0	1	0	0	0	0	12	3	0	0	0	0	1	0	0	0	0	0	0	2	11	2	3	0	0	2	0	21	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	2	0	5	1	2	4	0	0	0	0	0	0	0	0	0	4	1
OTU_1079	0	0	3	1	0	0	0	0	2	0	0	3	0	0	0	0	0	1	0	0	25	0	1	0	0	0	0	0	0	0	4	1	1	1	1	3	6	0	0	2	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	41	0	0	1	0	2	0	0	0	0	7	0	0	0	0
OTU_108	0	6	58	120	3	193	41	12	5	10	16	9	9	3	1491	13	11	220	19	14	39	38	14	305	24	7	27	7	16	22	6	35	26	3	5	171	0	10	36	16	11	20	7	18	12	0	7	29	9	16	6	0	47	9	8	18	14	6	44	13	25	9	3	6	95	32	0	76	12	10	28
OTU_1080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0
OTU_1081	0	1	3	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	2	1	0	0	0	0	0	0	1	2	0	0	0	2	0	0	0	3	0	0	0	3	16	2	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	3	1	0	2	0	1	0	1	0	5	0
