otu_id,size,kingdom,phylum,class,order,family,genus,species,taxa_labels
OTU_1868,16,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,,,,Spizellomycetales_sp
OTU_1591,16,Fungi,,,,,,,Fungi_sp
OTU_1676,16,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,Coprinellus_ovatus,Coprinellus_ovatus
OTU_2264,16,Fungi,Blastocladiomycota,,,,,,Blastocladiomycota_sp
OTU_1661,16,Fungi,,,,,,,Fungi_sp
OTU_1636,16,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,,Herpotrichiellaceae_sp
OTU_1374,15,Fungi,Aphelidiomycota,,,,,,Aphelidiomycota_sp
OTU_1402,15,Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Kondoaceae,Kondoa,Kondoa_lulangica,Kondoa_lulangica
OTU_1365,15,Fungi,Rozellomycota,Rozellomycotina_cls_Incertae_sedis,GS08,,,,GS08_sp
OTU_1617,15,Fungi,Rozellomycota,,,,,,Rozellomycota_sp
OTU_1513,15,Fungi,,,,,,,Fungi_sp
OTU_1399,15,Fungi,Ascomycota,Sordariomycetes,Trichosphaeriales,Trichosphaeriaceae,Koorchaloma,,Koorchaloma_sp
OTU_1467,15,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Sporobolomyces,Sporobolomyces_roseus,Sporobolomyces_roseus
OTU_1454,15,Fungi,Ascomycota,Sordariomycetes,,,,,Sordariomycetes_sp
OTU_1481,15,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,,Exophiala_sp
OTU_1587,15,Fungi,,,,,,,Fungi_sp
OTU_1395,15,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Hannaella,Hannaella_oryzae,Hannaella_oryzae
OTU_1821,15,Fungi,,,,,,,Fungi_sp
OTU_1810,15,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Exserohilum,Exserohilum_gedarefense,Exserohilum_gedarefense
OTU_1651,15,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariales_fam_Incertae_sedis,Fusidium,,Fusidium_sp
OTU_1505,15,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Paecilomyces,Paecilomyces_lagunculariae,Paecilomyces_lagunculariae
OTU_2011,15,Fungi,,,,,,,Fungi_sp
OTU_1922,15,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Keissleriella,Keissleriella_poagena,Keissleriella_poagena
OTU_1550,15,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Myrothecium,,Myrothecium_sp
OTU_1908,15,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Lasionectriopsis,Lasionectriopsis_spinosa,Lasionectriopsis_spinosa
OTU_1993,15,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Glomeraceae_sp
OTU_3062,15,Fungi,Ascomycota,,,,,,Ascomycota_sp
OTU_1632,15,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Septoglomus,,Septoglomus_sp
OTU_3612,15,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Glomeraceae_sp
OTU_3582,15,Fungi,,,,,,,Fungi_sp
OTU_3451,15,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,Diversispora_epigaea,Diversispora_epigaea
OTU_3738,15,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus_intraradices,Rhizophagus_intraradices
OTU_3667,15,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,Diversispora_sporocarpia,Diversispora_sporocarpia
OTU_1622,14,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,,Ustilago_sp
OTU_1500,14,Fungi,Chytridiomycota,,,,,,Chytridiomycota_sp
OTU_1428,14,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Amorosiaceae,,,Amorosiaceae_sp
OTU_1444,14,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Phialophora,Phialophora_geniculata,Phialophora_geniculata
OTU_1498,14,Fungi,Rozellomycota,,,,,,Rozellomycota_sp
OTU_1664,14,Fungi,Chytridiomycota,,,,,,Chytridiomycota_sp
OTU_1699,14,Fungi,Ascomycota,,,,,,Ascomycota_sp
OTU_1679,14,Fungi,Chytridiomycota,,,,,,Chytridiomycota_sp
OTU_1594,14,Fungi,,,,,,,Fungi_sp
OTU_1644,14,Fungi,Ascomycota,,,,,,Ascomycota_sp
OTU_1696,14,Fungi,Basidiobolomycota,Basidiobolomycetes,Basidiobolales,,,,Basidiobolales_sp
OTU_1544,14,Fungi,Ascomycota,Dothideomycetes,,,,,Dothideomycetes_sp
OTU_1633,14,Fungi,Basidiomycota,Microbotryomycetes,Microbotryomycetes_ord_Incertae_sedis,Colacogloeaceae,Colacogloea,Colacogloea_terpenoidalis,Colacogloea_terpenoidalis
OTU_1487,14,Fungi,,,,,,,Fungi_sp
OTU_1603,14,Fungi,Basidiomycota,Pucciniomycetes,Helicobasidiales,Helicobasidiaceae,,,Helicobasidiaceae_sp
OTU_1848,14,Fungi,Ascomycota,Lecanoromycetes,,,,,Lecanoromycetes_sp
OTU_1429,14,Fungi,Glomeromycota,,,,,,Glomeromycota_sp
OTU_1765,14,Fungi,Basidiomycota,Agaricomycetes,,,,,Agaricomycetes_sp
OTU_2092,14,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,,,,Spizellomycetales_sp
OTU_1861,14,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,,,Hypocreales_fam_Incertae_sedis_sp
OTU_1802,14,Fungi,,,,,,,Fungi_sp
OTU_1811,14,Fungi,Ascomycota,Lecanoromycetes,,,,,Lecanoromycetes_sp
OTU_1545,14,Fungi,,,,,,,Fungi_sp
OTU_2049,14,Fungi,Mucoromycota,Endogonomycetes,GS21,,,,GS21_sp
OTU_2105,14,Fungi,,,,,,,Fungi_sp
OTU_1913,14,Fungi,Ascomycota,Lecanoromycetes,Gyalectales,Phlyctidaceae,Phlyctis,Phlyctis_speirea,Phlyctis_speirea
OTU_2318,14,Fungi,Ascomycota,Lecanoromycetes,,,,,Lecanoromycetes_sp
OTU_2237,14,Fungi,Glomeromycota,Paraglomeromycetes,Paraglomerales,Pervetustaceae,Pervetustus,,Pervetustus_sp
OTU_2911,14,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,,,,Auriculariales_sp
OTU_2211,14,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Curvularia_lunata,Curvularia_lunata
OTU_3536,14,Fungi,Ascomycota,Lecanoromycetes,,,,,Lecanoromycetes_sp
OTU_1819,14,Fungi,Ascomycota,Lecanoromycetes,,,,,Lecanoromycetes_sp
OTU_2097,14,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,Pseudostrickeria,Pseudostrickeria_rosae,Pseudostrickeria_rosae
OTU_2844,14,Fungi,,,,,,,Fungi_sp
OTU_4894,14,Fungi,,,,,,,Fungi_sp
OTU_4650,14,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,Pleosporales_sp
OTU_3185,14,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,,,Chaetomiaceae_sp
OTU_3310,14,Fungi,,,,,,,Fungi_sp
OTU_3814,14,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,,Glomus_sp
OTU_3845,14,Fungi,,,,,,,Fungi_sp
OTU_4217,14,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus_irregularis,Rhizophagus_irregularis
OTU_3850,14,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Glomeraceae_sp
OTU_1442,13,Fungi,,,,,,,Fungi_sp
OTU_1529,13,Fungi,,,,,,,Fungi_sp
OTU_1424,13,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Vishniacozyma_tephrensis,Vishniacozyma_tephrensis
OTU_1438,13,Fungi,Ascomycota,Lecanoromycetes,,,,,Lecanoromycetes_sp
OTU_1446,13,Fungi,Basidiomycota,Cystobasidiomycetes,Cystobasidiales,Cystobasidiaceae,Cystobasidium,Cystobasidium_calyptogenae,Cystobasidium_calyptogenae
OTU_1552,13,Fungi,,,,,,,Fungi_sp
OTU_1526,13,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,Auxarthron,Auxarthron_concentricum,Auxarthron_concentricum
OTU_1674,13,Fungi,Ascomycota,Lecanoromycetes,,,,,Lecanoromycetes_sp
OTU_1571,13,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,Pleosporales_sp
OTU_1559,13,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Setophoma,,Setophoma_sp
OTU_1675,13,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,,,,Spizellomycetales_sp
OTU_1654,13,Fungi,,,,,,,Fungi_sp
OTU_1759,13,Fungi,Ascomycota,Lecanoromycetes,,,,,Lecanoromycetes_sp
OTU_1698,13,Fungi,,,,,,,Fungi_sp
OTU_1557,13,Fungi,,,,,,,Fungi_sp
OTU_1615,13,Fungi,Basidiomycota,,,,,,Basidiomycota_sp
OTU_1774,13,Fungi,Kickxellomycota,,,,,,Kickxellomycota_sp
OTU_1756,13,Fungi,Ascomycota,Lecanoromycetes,,,,,Lecanoromycetes_sp
OTU_1567,13,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Protocreopsis,Protocreopsis_phormiicola,Protocreopsis_phormiicola
OTU_1969,13,Fungi,Ascomycota,,,,,,Ascomycota_sp
OTU_1621,13,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,,Beauveria_sp
OTU_1724,13,Fungi,Basidiomycota,,,,,,Basidiomycota_sp
OTU_1900,13,Fungi,,,,,,,Fungi_sp
OTU_1932,13,Fungi,,,,,,,Fungi_sp
OTU_1761,13,Fungi,,,,,,,Fungi_sp
OTU_2018,13,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,,,Mortierellaceae_sp
OTU_1649,13,Fungi,,,,,,,Fungi_sp
OTU_1949,13,Fungi,,,,,,,Fungi_sp
OTU_1982,13,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor_hiemalis,Mucor_hiemalis
OTU_2235,13,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Actinomucor,Actinomucor_elegans,Actinomucor_elegans
OTU_2144,13,Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Cephalotrichum,Cephalotrichum_asperulum,Cephalotrichum_asperulum
OTU_2184,13,Fungi,Blastocladiomycota,Blastocladiomycetes,Blastocladiales,Catenariaceae,Catenaria,,Catenaria_sp
OTU_1866,13,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,Pleosporales_sp
OTU_2217,13,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Parastagonospora,Parastagonospora_poae,Parastagonospora_poae
OTU_2036,13,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Parasola,Parasola_conopilea,Parasola_conopilea
OTU_2324,13,Fungi,Ascomycota,Lecanoromycetes,,,,,Lecanoromycetes_sp
OTU_2393,13,Fungi,,,,,,,Fungi_sp
OTU_2079,13,Fungi,,,,,,,Fungi_sp
OTU_2401,13,Fungi,Basidiomycota,,,,,,Basidiomycota_sp
OTU_3040,13,Fungi,,,,,,,Fungi_sp
OTU_3289,13,Fungi,,,,,,,Fungi_sp
OTU_2791,13,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Furcasterigmium,Furcasterigmium_furcatum,Furcasterigmium_furcatum
OTU_3190,13,Fungi,Ascomycota,Sordariomycetes,Sordariales,Schizotheciaceae,Schizothecium,Schizothecium_carpinicola,Schizothecium_carpinicola
OTU_5616,13,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,,Hypocreales_sp
OTU_4267,13,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Dominikia,,Dominikia_sp
OTU_1489,12,Fungi,,,,,,,Fungi_sp
OTU_1530,12,Fungi,,,,,,,Fungi_sp
OTU_1494,12,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,Coniochaeta_deborreae,Coniochaeta_deborreae
OTU_1561,12,Fungi,,,,,,,Fungi_sp
OTU_1595,12,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Glomeraceae_sp
OTU_1602,12,Fungi,,,,,,,Fungi_sp
OTU_1569,12,Fungi,Ascomycota,Sordariomycetes,,,,,Sordariomycetes_sp
OTU_1627,12,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,,,,Rhizophydiales_sp
OTU_1665,12,Fungi,Ascomycota,,,,,,Ascomycota_sp
OTU_1547,12,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Zymoseptoria,,Zymoseptoria_sp
OTU_1585,12,Fungi,,,,,,,Fungi_sp
OTU_1933,12,Fungi,Aphelidiomycota,,,,,,Aphelidiomycota_sp
OTU_1635,12,Fungi,Ascomycota,Lecanoromycetes,Gyalectales,Phlyctidaceae,Phlyctis,Phlyctis_speirea,Phlyctis_speirea
OTU_1578,12,Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,Podospora,Podospora_jamaicensis,Podospora_jamaicensis
OTU_1721,12,Fungi,Ascomycota,,,,,,Ascomycota_sp
OTU_1813,12,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,Castanedomyces,Castanedomyces_australiensis,Castanedomyces_australiensis
OTU_1605,12,Fungi,,,,,,,Fungi_sp
OTU_1562,12,Fungi,,,,,,,Fungi_sp
OTU_1807,12,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,,,Lasiosphaeriaceae_sp
OTU_1706,12,Fungi,,,,,,,Fungi_sp
OTU_1911,12,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,,Hypocreales_sp
OTU_2017,12,Fungi,Ascomycota,Lecanoromycetes,,,,,Lecanoromycetes_sp
OTU_2517,12,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,,,,Lecanorales_sp
OTU_2024,12,Fungi,,,,,,,Fungi_sp
OTU_1565,12,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,,Glomus_sp
OTU_2488,12,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,,,Pezizaceae_sp
OTU_1631,12,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Glomeraceae_sp
OTU_1888,12,Fungi,,,,,,,Fungi_sp
OTU_2051,12,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula_babjevae,Rhodotorula_babjevae
OTU_2375,12,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenales_fam_Incertae_sedis,Spiromastix,,Spiromastix_sp
OTU_1572,12,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,,Diversispora_sp
OTU_1948,12,Fungi,,,,,,,Fungi_sp
OTU_1634,12,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,,Glomus_sp
OTU_3614,12,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,,Rhizophagus_sp
OTU_3642,12,Fungi,Ascomycota,Lecanoromycetes,Gyalectales,Phlyctidaceae,Phlyctis,Phlyctis_speirea,Phlyctis_speirea
OTU_3506,12,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Septoglomus,,Septoglomus_sp
OTU_3766,12,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus_irregularis,Rhizophagus_irregularis
OTU_1586,11,Fungi,Kickxellomycota,,,,,,Kickxellomycota_sp
OTU_1584,11,Fungi,Mucoromycota,Endogonomycetes,,,,,Endogonomycetes_sp
OTU_1524,11,Fungi,Glomeromycota,Paraglomeromycetes,Paraglomerales,Pervetustaceae,,,Pervetustaceae_sp
OTU_1639,11,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Alphamycetaceae,Betamyces,,Betamyces_sp
OTU_1645,11,Fungi,Chytridiomycota,,,,,,Chytridiomycota_sp
OTU_1663,11,Fungi,Aphelidiomycota,Aphelidiomycetes,GS16,,,,GS16_sp
OTU_1593,11,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,,Alternaria_sp
OTU_1773,11,Fungi,,,,,,,Fungi_sp
OTU_1793,11,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,,,,Spizellomycetales_sp
OTU_1677,11,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida_membranifaciens,Candida_membranifaciens
OTU_1720,11,Fungi,Rozellomycota,,,,,,Rozellomycota_sp
OTU_1719,11,Fungi,,,,,,,Fungi_sp
OTU_1822,11,Fungi,Chytridiomycota,,,,,,Chytridiomycota_sp
OTU_2001,11,Fungi,Zoopagomycota,Zoopagomycetes,Zoopagales,,,,Zoopagales_sp
OTU_1752,11,Fungi,Ascomycota,,,,,,Ascomycota_sp
OTU_4463,11,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Tausonia,Tausonia_pullulans,Tausonia_pullulans
OTU_1895,11,Fungi,Ascomycota,,,,,,Ascomycota_sp
OTU_1718,11,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,,,Ophiocordycipitaceae_sp
OTU_1789,11,Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,,,Microascaceae_sp
OTU_1834,11,Fungi,,,,,,,Fungi_sp
OTU_2139,11,Fungi,Zoopagomycota,,,,,,Zoopagomycota_sp
OTU_1905,11,Fungi,Aphelidiomycota,Aphelidiomycetes,GS16,,,,GS16_sp
OTU_2114,11,Fungi,Ascomycota,Lecanoromycetes,,,,,Lecanoromycetes_sp
OTU_1659,11,Fungi,Ascomycota,Lecanoromycetes,,,,,Lecanoromycetes_sp
OTU_2331,11,Fungi,Ascomycota,Lecanoromycetes,,,,,Lecanoromycetes_sp
OTU_2290,11,Fungi,,,,,,,Fungi_sp
OTU_2119,11,Fungi,Ascomycota,,,,,,Ascomycota_sp
OTU_2240,11,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,,Agaricales_sp
OTU_2002,11,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,,Fusarium_sp
OTU_2325,11,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Ramariopsis,,Ramariopsis_sp
OTU_2492,11,Fungi,Mucoromycota,Endogonomycetes,,,,,Endogonomycetes_sp
OTU_2582,11,Fungi,Ascomycota,,,,,,Ascomycota_sp
OTU_2061,11,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,Pleosporales_sp
OTU_2275,11,Fungi,,,,,,,Fungi_sp
OTU_2723,11,Fungi,Glomeromycota,Glomeromycetes,Glomerales,,,,Glomerales_sp
OTU_3454,11,Fungi,Chytridiomycota,Chytridiomycetes,Chytridiales,,,,Chytridiales_sp
OTU_4469,11,Fungi,Ascomycota,Sordariomycetes,Sordariales,Schizotheciaceae,Schizothecium,Schizothecium_carpinicola,Schizothecium_carpinicola
OTU_2385,11,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,,Claroideoglomus_sp
OTU_3903,11,Fungi,,,,,,,Fungi_sp
OTU_2636,11,Fungi,,,,,,,Fungi_sp
OTU_4201,11,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Glomeraceae_sp
OTU_3866,11,Fungi,,,,,,,Fungi_sp
OTU_3982,11,Fungi,,,,,,,Fungi_sp
OTU_1579,10,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,,Archaeorhizomyces_sp
OTU_1638,10,Fungi,,,,,,,Fungi_sp
OTU_1652,10,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,,,,Rhizophlyctidales_sp
OTU_1647,10,Fungi,,,,,,,Fungi_sp
OTU_1656,10,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum_lilii,Colletotrichum_lilii
OTU_1640,10,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,,Curvularia_sp
OTU_1646,10,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Chaetosphaeronema,,Chaetosphaeronema_sp
OTU_1582,10,Fungi,Ascomycota,,,,,,Ascomycota_sp
OTU_1624,10,Fungi,,,,,,,Fungi_sp
OTU_1657,10,Fungi,,,,,,,Fungi_sp
OTU_1623,10,Fungi,,,,,,,Fungi_sp
OTU_1734,10,Fungi,Chytridiomycota,Cladochytriomycetes,Cladochytriales,,,,Cladochytriales_sp
OTU_1650,10,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Dictyosporiaceae,Pseudocoleophoma,,Pseudocoleophoma_sp
OTU_1695,10,Fungi,Kickxellomycota,,,,,,Kickxellomycota_sp
OTU_1755,10,Fungi,,,,,,,Fungi_sp
OTU_1704,10,Fungi,,,,,,,Fungi_sp
OTU_1843,10,Fungi,Kickxellomycota,,,,,,Kickxellomycota_sp
OTU_1680,10,Fungi,,,,,,,Fungi_sp
OTU_1836,10,Fungi,Aphelidiomycota,Aphelidiomycetes,GS16,,,,GS16_sp
OTU_1715,10,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Arachnomycetaceae,Arachnomyces,,Arachnomyces_sp
OTU_1708,10,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,,,Clavicipitaceae_sp
OTU_1791,10,Fungi,Ascomycota,Sordariomycetes,,,,,Sordariomycetes_sp
OTU_1804,10,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,,,,Sebacinales_sp
OTU_1732,10,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,Pleosporales_sp
OTU_1827,10,Fungi,Ascomycota,,,,,,Ascomycota_sp
OTU_1787,10,Fungi,,,,,,,Fungi_sp
OTU_1889,10,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Halomycetaceae,Paranamyces,Paranamyces_uniporus,Paranamyces_uniporus
OTU_1754,10,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,,,Pyronemataceae_sp
OTU_1904,10,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,Pleosporales_sp
OTU_2170,10,Fungi,,,,,,,Fungi_sp
OTU_2045,10,Fungi,Ascomycota,Pneumocystomycetes,Pneumocystales,Pneumocystaceae,Pneumocystis,,Pneumocystis_sp
OTU_1778,10,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,,,Didymellaceae_sp
OTU_1947,10,Fungi,Ascomycota,Lecanoromycetes,,,,,Lecanoromycetes_sp
OTU_1886,10,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenales_fam_Incertae_sedis,Spiromastix,,Spiromastix_sp
OTU_2173,10,Fungi,Ascomycota,Pezizomycetes,Pezizales,Ascobolaceae,Ascobolus,,Ascobolus_sp
OTU_2022,10,Fungi,,,,,,,Fungi_sp
OTU_2028,10,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,Pleosporales_sp
OTU_2033,10,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis_strossmayeri,Coprinopsis_strossmayeri
OTU_2067,10,Fungi,,,,,,,Fungi_sp
OTU_2726,10,Fungi,,,,,,,Fungi_sp
OTU_2663,10,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,,,,Spizellomycetales_sp
OTU_1884,10,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_sclerotiorum,Penicillium_sclerotiorum
OTU_2193,10,Fungi,,,,,,,Fungi_sp
OTU_2174,10,Fungi,,,,,,,Fungi_sp
OTU_2251,10,Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Chionosphaeraceae,Kurtzmanomyces,,Kurtzmanomyces_sp
OTU_2180,10,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,,,Cucurbitariaceae_sp
OTU_3027,10,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Glomeraceae_sp
OTU_4485,10,Fungi,Basidiomycota,,,,,,Basidiomycota_sp
OTU_3611,10,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Glomeraceae_sp
OTU_3683,10,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Glomeraceae_sp
OTU_3005,10,Fungi,,,,,,,Fungi_sp
OTU_4062,10,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus_irregularis,Rhizophagus_irregularis
OTU_4594,10,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizoglomus,,Rhizoglomus_sp
OTU_4481,10,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Dominikia,,Dominikia_sp
OTU_3946,10,Fungi,,,,,,,Fungi_sp
OTU_5504,10,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus_irregularis,Rhizophagus_irregularis
OTU_3668,10,Fungi,,,,,,,Fungi_sp
OTU_1809,9,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,,Archaeorhizomyces_sp
OTU_1672,9,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Pulvinula,,Pulvinula_sp
OTU_1713,9,Fungi,Ascomycota,,,,,,Ascomycota_sp
OTU_1783,9,Fungi,,,,,,,Fungi_sp
OTU_1690,9,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,Chrysosporium,Chrysosporium_merdarium,Chrysosporium_merdarium
OTU_1740,9,Fungi,Basidiomycota,Geminibasidiomycetes,Geminibasidiales,Geminibasidiaceae,Basidioascus,Basidioascus_persicus,Basidioascus_persicus
OTU_1981,9,Fungi,,,,,,,Fungi_sp
OTU_1764,9,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,,Aspergillus_sp
OTU_1875,9,Fungi,,,,,,,Fungi_sp
OTU_1837,9,Fungi,Ascomycota,Sordariomycetes,,,,,Sordariomycetes_sp
OTU_1839,9,Fungi,Ascomycota,,,,,,Ascomycota_sp
OTU_1710,9,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,,,Sporormiaceae_sp
OTU_1845,9,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum_cereale,Colletotrichum_cereale
