otu_id,size,kingdom,phylum,class,order,family,genus,species,taxa_labels
OTU_754,136,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_aotearoae,Penicillium_aotearoae
OTU_607,135,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Glomeraceae_sp
OTU_643,135,Fungi,Glomeromycota,,,,,,Glomeromycota_sp
OTU_792,135,Fungi,Ascomycota,,,,,,Ascomycota_sp
OTU_710,135,Fungi,Glomeromycota,,,,,,Glomeromycota_sp
OTU_646,134,Fungi,Ascomycota,,,,,,Ascomycota_sp
OTU_639,134,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Lecythophora,,Lecythophora_sp
OTU_624,134,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Glomeraceae_sp
OTU_655,133,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,Periconia_chimonanthi,Periconia_chimonanthi
OTU_620,132,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,,Aspergillus_sp
OTU_770,132,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,,Penicillium_sp
OTU_745,131,Fungi,Basidiomycota,Agaricomycetes,,,,,Agaricomycetes_sp
OTU_877,130,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,,Serendipita_sp
OTU_4413,130,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Kamienskia,,Kamienskia_sp
OTU_680,128,Fungi,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Phallus,Phallus_rubicundus,Phallus_rubicundus
OTU_805,127,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,,,Orbiliaceae_sp
OTU_664,126,Fungi,,,,,,,Fungi_sp
OTU_1055,125,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,,,,Sebacinales_sp
OTU_663,123,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariaceae,Auricularia,,Auricularia_sp
OTU_629,122,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Glomeraceae_sp
OTU_708,121,Fungi,,,,,,,Fungi_sp
OTU_730,120,Fungi,,,,,,,Fungi_sp
OTU_769,120,Fungi,,,,,,,Fungi_sp
OTU_670,120,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_turrialbense,Trichoderma_turrialbense
OTU_744,120,Fungi,,,,,,,Fungi_sp
OTU_729,119,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_fam_Incertae_sedis,Aaosphaeria,Aaosphaeria_arxii,Aaosphaeria_arxii
OTU_684,119,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,,Entoloma_sp
OTU_795,119,Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Acaulium,Acaulium_retardatum,Acaulium_retardatum
OTU_879,118,Fungi,,,,,,,Fungi_sp
OTU_731,117,Fungi,Ascomycota,,,,,,Ascomycota_sp
OTU_674,117,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,,,,Filobasidiales_sp
OTU_857,117,Fungi,,,,,,,Fungi_sp
OTU_662,115,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Massarinaceae,Helminthosporium,Helminthosporium_quercinum,Helminthosporium_quercinum
OTU_691,115,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliales_fam_Incertae_sedis,Vermispora,,Vermispora_sp
OTU_715,114,Fungi,Ascomycota,,,,,,Ascomycota_sp
OTU_740,114,Fungi,Ascomycota,Sordariomycetes,Branch06,,,,Branch06_sp
OTU_865,114,Fungi,,,,,,,Fungi_sp
OTU_843,114,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,,Hypocreales_sp
OTU_844,113,Fungi,,,,,,,Fungi_sp
OTU_809,113,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,,,Mortierellaceae_sp
OTU_876,111,Fungi,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Gomphillus,Gomphillus_calycioides,Gomphillus_calycioides
OTU_700,111,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,Helotiales_sp
OTU_1000,110,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Calvatia,Calvatia_fragilis,Calvatia_fragilis
OTU_675,110,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,Diversispora_eburnea,Diversispora_eburnea
OTU_721,108,Fungi,Chytridiomycota,,,,,,Chytridiomycota_sp
OTU_944,106,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,Pleosporales_sp
OTU_743,106,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,,Agaricales_sp
OTU_817,105,Fungi,Basidiomycota,,,,,,Basidiomycota_sp
OTU_767,104,Fungi,Chytridiomycota,,,,,,Chytridiomycota_sp
OTU_716,104,Fungi,Ascomycota,Sordariomycetes,Myrmecridiales,Myrmecridiaceae,Myrmecridium,,Myrmecridium_sp
OTU_3029,104,Fungi,,,,,,,Fungi_sp
OTU_751,104,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaetopsis,,Pyrenochaetopsis_sp
OTU_825,104,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Thermoascaceae,Thermoascus,Thermoascus_aurantiacus,Thermoascus_aurantiacus
OTU_3465,104,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus_irregularis,Rhizophagus_irregularis
OTU_2809,104,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,,,Diversisporaceae_sp
OTU_712,103,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,,,Pyronemataceae_sp
OTU_913,103,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,,,Ceratobasidiaceae_sp
OTU_1274,103,Fungi,Ascomycota,Sordariomycetes,Sordariales,Schizotheciaceae,Schizothecium,Schizothecium_carpinicola,Schizothecium_carpinicola
OTU_1188,103,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Glomeraceae_sp
OTU_706,103,Fungi,,,,,,,Fungi_sp
OTU_778,102,Fungi,Rozellomycota,,,,,,Rozellomycota_sp
OTU_746,102,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Botryotrichum,Botryotrichum_domesticum,Botryotrichum_domesticum
OTU_1589,102,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,,,,Auriculariales_sp
OTU_758,102,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Striaticonidium,Striaticonidium_cinctum,Striaticonidium_cinctum
OTU_756,102,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Glomeraceae_sp
OTU_697,99,Fungi,Ascomycota,Laboulbeniomycetes,,,,,Laboulbeniomycetes_sp
OTU_803,99,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Thielavia,,Thielavia_sp
OTU_690,99,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Glomeraceae_sp
OTU_3481,99,Fungi,,,,,,,Fungi_sp
OTU_1115,98,Fungi,Glomeromycota,Paraglomeromycetes,Paraglomerales,Pervetustaceae,Pervetustus,,Pervetustus_sp
OTU_902,97,Fungi,Ascomycota,Sordariomycetes,Pleurotheciales,Pleurotheciaceae,Pleurotheciella,,Pleurotheciella_sp
OTU_727,97,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium_solani,Fusarium_solani
OTU_717,97,Fungi,,,,,,,Fungi_sp
OTU_783,97,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,,Mortierella_sp
OTU_1245,97,Fungi,,,,,,,Fungi_sp
OTU_738,97,Fungi,,,,,,,Fungi_sp
OTU_709,96,Fungi,Ascomycota,Dothideomycetes,,,,,Dothideomycetes_sp
OTU_711,96,Fungi,Basidiomycota,Wallemiomycetes,Wallemiales,Wallemiaceae,Wallemia,,Wallemia_sp
OTU_772,95,Fungi,Ascomycota,Lecanoromycetes,,,,,Lecanoromycetes_sp
OTU_841,95,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Lycoperdon,Lycoperdon_pratense,Lycoperdon_pratense
OTU_764,95,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,,,Teratosphaeriaceae_sp
OTU_821,95,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Alfaria,Alfaria_ossiformis,Alfaria_ossiformis
OTU_719,95,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,,Glomus_sp
OTU_707,95,Fungi,,,,,,,Fungi_sp
OTU_882,94,Fungi,Ascomycota,Eurotiomycetes,Onygenales,,,,Onygenales_sp
OTU_974,93,Fungi,Ascomycota,Lecanoromycetes,,,,,Lecanoromycetes_sp
OTU_947,92,Fungi,Rozellomycota,,,,,,Rozellomycota_sp
OTU_794,92,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,,Claroideoglomus_sp
OTU_838,91,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenastraceae,Mycenastrum,Mycenastrum_corium,Mycenastrum_corium
OTU_768,90,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Schizothecium,Schizothecium_curvuloides,Schizothecium_curvuloides
OTU_836,90,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Glomeraceae_sp
OTU_749,87,Fungi,,,,,,,Fungi_sp
OTU_905,86,Fungi,Ascomycota,Lecanoromycetes,Gyalectales,Phlyctidaceae,Phlyctis,Phlyctis_speirea,Phlyctis_speirea
OTU_750,86,Fungi,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,,,Tubeufiaceae_sp
OTU_747,86,Fungi,,,,,,,Fungi_sp
OTU_755,86,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Dominikia,,Dominikia_sp
OTU_953,85,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Pluteus,,Pluteus_sp
OTU_1078,85,Fungi,,,,,,,Fungi_sp
OTU_952,85,Fungi,Basidiomycota,Microbotryomycetes,Kriegeriales,Camptobasidiaceae,Glaciozyma,,Glaciozyma_sp
OTU_893,84,Fungi,Ascomycota,,,,,,Ascomycota_sp
OTU_1029,84,Fungi,,,,,,,Fungi_sp
OTU_1162,84,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,,,Claroideoglomeraceae_sp
OTU_915,84,Fungi,,,,,,,Fungi_sp
OTU_840,83,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Vishniacozyma_carnescens,Vishniacozyma_carnescens
OTU_827,82,Fungi,Monoblepharomycota,Hyaloraphidiomycetes,Hyaloraphidiales,,,,Hyaloraphidiales_sp
OTU_802,82,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,,,Pyronemataceae_sp
OTU_873,82,Fungi,Ascomycota,Sordariomycetes,,,,,Sordariomycetes_sp
OTU_906,82,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,,,,Spizellomycetales_sp
OTU_798,82,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pyrenophora,Pyrenophora_tritici-repentis,Pyrenophora_tritici-repentis
OTU_5664,82,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Glomeraceae_sp
OTU_797,81,Fungi,Ascomycota,Lecanoromycetes,,,,,Lecanoromycetes_sp
OTU_786,81,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,,Hypocreales_sp
OTU_741,81,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_fam_Incertae_sedis,Pseudorobillarda,,Pseudorobillarda_sp
OTU_1257,81,Fungi,,,,,,,Fungi_sp
OTU_4319,81,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Glomeraceae_sp
OTU_788,80,Fungi,,,,,,,Fungi_sp
OTU_1252,80,Fungi,Ascomycota,Pneumocystomycetes,Pneumocystales,Pneumocystaceae,Pneumocystis,,Pneumocystis_sp
OTU_862,80,Fungi,Chytridiomycota,Lobulomycetes,Lobulomycetales,,,,Lobulomycetales_sp
OTU_1404,80,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Glomeraceae_sp
OTU_1379,79,Fungi,Basidiomycota,,,,,,Basidiomycota_sp
OTU_782,79,Fungi,,,,,,,Fungi_sp
OTU_3801,79,Fungi,Blastocladiomycota,,,,,,Blastocladiomycota_sp
OTU_884,78,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,,,,Spizellomycetales_sp
OTU_912,78,Fungi,,,,,,,Fungi_sp
OTU_1140,77,Fungi,Basidiomycota,Tremellomycetes,,,,,Tremellomycetes_sp
OTU_1048,77,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Thermomyces,Thermomyces_dupontii,Thermomyces_dupontii
OTU_940,77,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Ascospirella,Ascospirella_lutea,Ascospirella_lutea
OTU_804,77,Fungi,,,,,,,Fungi_sp
OTU_793,76,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,Pleosporales_sp
OTU_3273,76,Fungi,,,,,,,Fungi_sp
OTU_806,76,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Neosetophoma,,Neosetophoma_sp
OTU_800,76,Fungi,Ascomycota,Dothideomycetes,Acrospermales,Acrospermales_fam_Incertae_sedis,Leptodiscella,,Leptodiscella_sp
OTU_774,76,Fungi,,,,,,,Fungi_sp
OTU_796,75,Fungi,,,,,,,Fungi_sp
OTU_883,75,Fungi,Blastocladiomycota,,,,,,Blastocladiomycota_sp
OTU_771,75,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Glomeraceae_sp
OTU_860,74,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,,,,Spizellomycetales_sp
OTU_1094,74,Fungi,Basidiomycota,,,,,,Basidiomycota_sp
OTU_818,74,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pyrenophora,Pyrenophora_tritici-repentis,Pyrenophora_tritici-repentis
OTU_1026,74,Fungi,,,,,,,Fungi_sp
OTU_3765,74,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Glomeraceae_sp
OTU_1007,73,Fungi,,,,,,,Fungi_sp
OTU_3374,73,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Microdominikia,Microdominikia_litorea,Microdominikia_litorea
OTU_837,72,Fungi,Chytridiomycota,,,,,,Chytridiomycota_sp
OTU_1085,72,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,,Glomus_sp
OTU_823,72,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Paraphoma,,Paraphoma_sp
OTU_851,71,Fungi,,,,,,,Fungi_sp
OTU_1303,71,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,,Agaricales_sp
OTU_1540,71,Fungi,Ascomycota,Lecanoromycetes,,,,,Lecanoromycetes_sp
OTU_1129,71,Fungi,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae,Monosporascus,,Monosporascus_sp
OTU_926,71,Fungi,Basidiomycota,Cystobasidiomycetes,Cystobasidiales,Cystobasidiaceae,Cystobasidium,Cystobasidium_benthicum,Cystobasidium_benthicum
OTU_855,70,Fungi,,,,,,,Fungi_sp
OTU_1050,70,Fungi,Chytridiomycota,,,,,,Chytridiomycota_sp
OTU_899,70,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,,,Pezizaceae_sp
OTU_852,69,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,,Malassezia_sp
OTU_1132,69,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,,,,Rhizophydiales_sp
OTU_868,69,Fungi,Ascomycota,Lecanoromycetes,,,,,Lecanoromycetes_sp
OTU_945,69,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,Gaeumannomyces,,Gaeumannomyces_sp
OTU_1104,69,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Glomeraceae_sp
OTU_835,68,Fungi,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,Natantispora,,Natantispora_sp
OTU_885,67,Fungi,,,,,,,Fungi_sp
OTU_826,67,Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,,,Podosporaceae_sp
OTU_816,66,Fungi,,,,,,,Fungi_sp
OTU_1072,66,Fungi,Ascomycota,Lecanoromycetes,,,,,Lecanoromycetes_sp
OTU_856,66,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,,Glomus_sp
OTU_1164,65,Fungi,Ascomycota,,,,,,Ascomycota_sp
OTU_2978,65,Fungi,,,,,,,Fungi_sp
OTU_1956,65,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,,Archaeorhizomyces_sp
OTU_1281,65,Fungi,Ascomycota,,,,,,Ascomycota_sp
OTU_3078,65,Fungi,Ascomycota,Sordariomycetes,Sordariales,Schizotheciaceae,Schizothecium,Schizothecium_carpinicola,Schizothecium_carpinicola
OTU_991,65,Fungi,,,,,,,Fungi_sp
OTU_961,65,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_meloforme,Penicillium_meloforme
OTU_965,64,Fungi,Basidiomycota,,,,,,Basidiomycota_sp
OTU_1133,64,Fungi,Ascomycota,,,,,,Ascomycota_sp
OTU_919,64,Fungi,Chytridiomycota,,,,,,Chytridiomycota_sp
OTU_811,64,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,Pleosporales_sp
OTU_1310,64,Fungi,,,,,,,Fungi_sp
OTU_916,63,Fungi,Ascomycota,Eurotiomycetes,Onygenales,,,,Onygenales_sp
OTU_950,63,Fungi,Basidiomycota,,,,,,Basidiomycota_sp
OTU_849,63,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia,,Rhizoctonia_sp
OTU_1684,63,Fungi,Glomeromycota,,,,,,Glomeromycota_sp
OTU_1122,62,Fungi,Kickxellomycota,,,,,,Kickxellomycota_sp
OTU_815,62,Fungi,,,,,,,Fungi_sp
OTU_1099,62,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Glomeraceae_sp
OTU_875,62,Fungi,,,,,,,Fungi_sp
OTU_881,61,Fungi,Ascomycota,Lecanoromycetes,,,,,Lecanoromycetes_sp
OTU_920,61,Fungi,Ascomycota,Sordariomycetes,Xylariales,Anungitiomycetaceae,Strelitziomyces,Strelitziomyces_knysnanus,Strelitziomyces_knysnanus
OTU_1367,61,Fungi,Ascomycota,Lecanoromycetes,,,,,Lecanoromycetes_sp
OTU_858,61,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Sarocladium,Sarocladium_dejongiae,Sarocladium_dejongiae
OTU_1077,61,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_piltunense,Penicillium_piltunense
OTU_1134,60,Fungi,,,,,,,Fungi_sp
OTU_1515,60,Fungi,,,,,,,Fungi_sp
OTU_977,60,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Talaromyces,,Talaromyces_sp
OTU_3788,60,Fungi,Ascomycota,Sordariomycetes,Sordariales,Schizotheciaceae,Schizothecium,Schizothecium_carpinicola,Schizothecium_carpinicola
OTU_824,60,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,,Claroideoglomus_sp
OTU_1476,59,Fungi,,,,,,,Fungi_sp
OTU_890,59,Fungi,Ascomycota,Eurotiomycetes,Onygenales,,,,Onygenales_sp
OTU_1143,59,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Neosetophoma,,Neosetophoma_sp
OTU_904,59,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium_biporatum,Chaetomium_biporatum
OTU_1014,58,Fungi,Chytridiomycota,,,,,,Chytridiomycota_sp
OTU_982,58,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,,,Ustilaginaceae_sp
OTU_1087,58,Fungi,,,,,,,Fungi_sp
OTU_1019,58,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,,Coniochaeta_sp
OTU_1081,57,Fungi,,,,,,,Fungi_sp
OTU_892,57,Fungi,,,,,,,Fungi_sp
OTU_960,56,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,,,,Rhizophlyctidales_sp
OTU_867,56,Fungi,,,,,,,Fungi_sp
OTU_932,56,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,,Entoloma_sp
OTU_871,56,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Glomeraceae_sp
OTU_1002,55,Fungi,Chytridiomycota,,,,,,Chytridiomycota_sp
OTU_1215,55,Fungi,Basidiomycota,,,,,,Basidiomycota_sp
OTU_2898,55,Fungi,Ascomycota,Lecanoromycetes,,,,,Lecanoromycetes_sp
OTU_1058,55,Fungi,Basidiomycota,,,,,,Basidiomycota_sp
OTU_1097,55,Fungi,,,,,,,Fungi_sp
OTU_2724,55,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,,Claroideoglomus_sp
OTU_1069,54,Fungi,Basidiomycota,,,,,,Basidiomycota_sp
OTU_891,54,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Microdominikia,Microdominikia_litorea,Microdominikia_litorea
OTU_921,54,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,,Vishniacozyma_sp
OTU_908,54,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Orbilia,,Orbilia_sp
OTU_1028,54,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Glomeraceae_sp
OTU_1196,53,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia_restricta,Malassezia_restricta
OTU_1551,53,Fungi,Basidiomycota,,,,,,Basidiomycota_sp
OTU_1004,53,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,,Clavaria_sp
OTU_1136,53,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,,Beauveria_sp
OTU_964,53,Fungi,Ascomycota,,,,,,Ascomycota_sp
OTU_869,53,Fungi,Ascomycota,,,,,,Ascomycota_sp
OTU_933,53,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Dichotomopilus,,Dichotomopilus_sp
OTU_1101,53,Fungi,,,,,,,Fungi_sp
OTU_934,53,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,,Cyphellophora_sp
OTU_866,53,Fungi,Ascomycota,Sordariomycetes,,,,,Sordariomycetes_sp
OTU_2009,53,Fungi,Glomeromycota,Glomeromycetes,Glomerales,,,,Glomerales_sp
OTU_1194,53,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Glomeraceae_sp
OTU_1068,52,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Teichosporaceae,Pseudocyclothyriella,Pseudocyclothyriella_clematidis,Pseudocyclothyriella_clematidis
OTU_909,52,Fungi,Ascomycota,Lecanoromycetes,,,,,Lecanoromycetes_sp
OTU_1138,52,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Pluteus,,Pluteus_sp
OTU_888,52,Fungi,,,,,,,Fungi_sp
OTU_880,52,Fungi,Ascomycota,Lecanoromycetes,,,,,Lecanoromycetes_sp
OTU_900,52,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,,,Chaetomiaceae_sp
OTU_4119,52,Fungi,,,,,,,Fungi_sp
OTU_894,52,Fungi,,,,,,,Fungi_sp
OTU_2705,51,Fungi,,,,,,,Fungi_sp
OTU_910,51,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,,,Helotiaceae_sp
OTU_973,50,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,Ustilago_maydis,Ustilago_maydis
OTU_931,50,Fungi,,,,,,,Fungi_sp
OTU_1038,50,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Vishniacozyma_victoriae,Vishniacozyma_victoriae
OTU_1229,50,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Fusariella,,Fusariella_sp
OTU_911,50,Fungi,,,,,,,Fungi_sp
OTU_3462,50,Fungi,,,,,,,Fungi_sp
OTU_2311,50,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,,,Glomeraceae_sp
OTU_1427,50,Fungi,,,,,,,Fungi_sp
OTU_1009,49,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,,,,Spizellomycetales_sp
OTU_1432,49,Fungi,Ascomycota,,,,,,Ascomycota_sp
OTU_963,49,Fungi,Olpidiomycota,,,,,,Olpidiomycota_sp
OTU_898,49,Fungi,,,,,,,Fungi_sp
OTU_1003,49,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Cistella,,Cistella_sp
OTU_1092,48,Fungi,,,,,,,Fungi_sp
OTU_1040,48,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Septoriella,Septoriella_phragmitis,Septoriella_phragmitis
OTU_971,48,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,,Hypocreales_sp
OTU_1242,48,Fungi,Basidiomycota,Microbotryomycetes,,,,,Microbotryomycetes_sp
OTU_995,48,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,,,Phaeosphaeriaceae_sp
OTU_1059,47,Fungi,Kickxellomycota,,,,,,Kickxellomycota_sp
OTU_969,47,Fungi,Chytridiomycota,,,,,,Chytridiomycota_sp
OTU_962,47,Fungi,,,,,,,Fungi_sp
OTU_1027,47,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Mrakia,Mrakia_niccombsii,Mrakia_niccombsii
OTU_998,47,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Curvularia_canadensis,Curvularia_canadensis
OTU_989,47,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,Pleosporales_sp
OTU_1285,47,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,,,,Orbiliales_sp
OTU_2838,47,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Dominikia,,Dominikia_sp
OTU_1037,46,Fungi,Kickxellomycota,,,,,,Kickxellomycota_sp
OTU_972,46,Fungi,Glomeromycota,,,,,,Glomeromycota_sp
